name,status,species,gender,location,location_type,dimension,episode,air_date
Arthricia,Alive,Alien,Female,Purge Planet,Planet,Replacement Dimension,S02E09,"September 27, 2015"
Artist Morty,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S01E10,"April 7, 2014"
Artist Morty,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Attila Starwar,Alive,Human,Male,Interdimensional Cable,TV,unknown,S01E08,"March 17, 2014"
Attila Starwar,Alive,Human,Male,Interdimensional Cable,TV,unknown,S02E02,"August 2, 2015"
Attila Starwar,Alive,Human,Male,Interdimensional Cable,TV,unknown,S02E06,"August 30, 2015"
Baby Legs,Alive,Human,Male,Interdimensional Cable,TV,unknown,S01E08,"March 17, 2014"
Baby Wizard,Dead,Alien,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E04,"August 16, 2015"
Bearded Lady,Dead,Alien,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E04,"August 16, 2015"
Beebo,Dead,Alien,Male,Venzenulon 7,Planet,unknown,S03E08,"September 17, 2017"
Benjamin,Alive,Poopybutthole,Male,Interdimensional Cable,TV,unknown,S01E08,"March 17, 2014"
Benjamin,Alive,Poopybutthole,Male,Interdimensional Cable,TV,unknown,S02E02,"August 2, 2015"
Benjamin,Alive,Poopybutthole,Male,Interdimensional Cable,TV,unknown,S02E06,"August 30, 2015"
Bepisian,Alive,Alien,unknown,Bepis 9,Planet,unknown,S01E01,"December 2, 2013"
Bepisian,Alive,Alien,unknown,Bepis 9,Planet,unknown,S01E11,"April 14, 2014"
Bepisian,Alive,Alien,unknown,Bepis 9,Planet,unknown,S02E08,"September 20, 2015"
Bepisian,Alive,Alien,unknown,Bepis 9,Planet,unknown,S03E04,"August 13, 2017"
Beth Sanchez,Alive,Human,Female,Earth (C-500A),Planet,Dimension C-500A,S01E08,"March 17, 2014"
Beth Smith,Alive,Human,Female,Earth (C-137),Planet,Dimension C-137,S01E01,"December 2, 2013"
Beth Smith,Alive,Human,Female,Earth (C-137),Planet,Dimension C-137,S01E02,"December 9, 2013"
Beth Smith,Alive,Human,Female,Earth (C-137),Planet,Dimension C-137,S01E03,"December 16, 2013"
Beth Smith,Alive,Human,Female,Earth (C-137),Planet,Dimension C-137,S01E04,"January 13, 2014"
Beth Smith,Alive,Human,Female,Earth (C-137),Planet,Dimension C-137,S01E05,"January 20, 2014"
Beth Smith,Alive,Human,Female,Earth (C-137),Planet,Dimension C-137,S01E06,"January 27, 2014"
Beth Smith,Alive,Human,Female,Earth (C-137),Planet,Dimension C-137,S03E01,"April 1, 2017"
Beth Smith,Alive,Human,Female,Earth (C-137),Planet,Dimension C-137,S05E10,"September 5, 2021"
Beth Smith,Alive,Human,Female,Earth (Evil Rick's Target Dimension),Planet,Evil Rick's Target Dimension,S01E10,"April 7, 2014"
Beth's Mytholog,Dead,Mythological Creature,Female,Nuptia 4,Planet,unknown,S02E07,"September 13, 2015"
Big Boobed Waitress,Alive,Mythological Creature,Female,Fantasy World,Planet,Fantasy Dimension,S01E05,"January 20, 2014"
Big Head Morty,unknown,Human,Male,Citadel of Ricks,Space station,unknown,S03E01,"April 1, 2017"
Big Morty,Dead,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Body Guard Morty,Dead,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Bill,Alive,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E03,"December 16, 2013"
Birdperson,Alive,Alien,Male,Planet Squanch,Planet,Replacement Dimension,S01E11,"April 14, 2014"
Birdperson,Alive,Alien,Male,Planet Squanch,Planet,Replacement Dimension,S02E05,"August 23, 2015"
Birdperson,Alive,Alien,Male,Planet Squanch,Planet,Replacement Dimension,S02E10,"October 4, 2015"
Birdperson,Alive,Alien,Male,Planet Squanch,Planet,Replacement Dimension,S03E01,"April 1, 2017"
Birdperson,Alive,Alien,Male,Planet Squanch,Planet,Replacement Dimension,S03E05,"August 20, 2017"
Birdperson,Alive,Alien,Male,Planet Squanch,Planet,Replacement Dimension,S05E08,"August 8, 2021"
Birdperson,Alive,Alien,Male,Planet Squanch,Planet,Replacement Dimension,S05E10,"September 5, 2021"
Black Rick,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S03E01,"April 1, 2017"
Black Rick,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Blamph,Alive,Alien,unknown,Interdimensional Cable,TV,unknown,S02E08,"September 20, 2015"
Blim Blam,Alive,Alien,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E03,"August 9, 2015"
Blue Diplomat,Alive,Alien,Male,Interdimensional Cable,TV,unknown,S02E08,"September 20, 2015"
Blue Footprint Guy,Dead,Human,Male,Post-Apocalyptic Earth,Planet,Post-Apocalyptic Dimension,S03E02,"July 30, 2017"
Blue Shirt Morty,unknown,Human,Male,Citadel of Ricks,Space station,unknown,S01E10,"April 7, 2014"
Bobby Moynihan,Alive,Human,Male,Interdimensional Cable,TV,unknown,S01E08,"March 17, 2014"
Boobloosian,Dead,Alien,unknown,Nuptia 4,Planet,unknown,S02E07,"September 13, 2015"
Boobloosian,Dead,Alien,unknown,Nuptia 4,Planet,unknown,S02E10,"October 4, 2015"
Bootleg Portal Chemist Rick,Dead,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Brad,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E06,"January 27, 2014"
Brad,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E11,"April 14, 2014"
Brad,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E09,"September 24, 2017"
Brad,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S05E05,"July 18, 2021"
Brad Anderson,Dead,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E07,"March 10, 2014"
Campaign Manager Morty,Dead,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Centaur,Alive,Mythological Creature,Male,Mr. Goldenfold's dream,Dream,Dimension C-137,S01E02,"December 9, 2013"
Chris,Dead,Alien,unknown,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E01,"July 26, 2015"
Chris,Alive,Humanoid,Male,Rick's Battery Microverse,Microverse,Replacement Dimension,S02E06,"August 30, 2015"
Coach Feratu (Balik Alistane),Dead,Mythological Creature,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E07,"September 13, 2015"
Collector,Alive,Alien,Male,The Menagerie,Menagerie,unknown,S03E08,"September 17, 2017"
Colossus,Dead,Human,Male,Post-Apocalyptic Earth,Planet,Post-Apocalyptic Dimension,S03E02,"July 30, 2017"
Commander Rick,Dead,Human,Male,Citadel of Ricks,Space station,unknown,S03E01,"April 1, 2017"
Conroy,Dead,Robot,unknown,Earth (C-137),Planet,Dimension C-137,S03E01,"April 1, 2017"
Cool Rick,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Cop Morty,Dead,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Cop Rick,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Courier Flap,Alive,Alien,unknown,Planet Squanch,Planet,Replacement Dimension,S02E10,"October 4, 2015"
Cousin Nicky,Dead,Alien,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E04,"August 16, 2015"
Cowboy Morty,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S01E10,"April 7, 2014"
Cowboy Rick,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S01E10,"April 7, 2014"
Cowboy Rick,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Crab Spider,Alive,Alien,unknown,Hideout Planet,Planet,unknown,S01E10,"April 7, 2014"
Creepy Little Girl,Alive,Human,Female,Mr. Goldenfold's dream,Dream,Dimension C-137,S01E02,"December 9, 2013"
Crocubot,Dead,Animal,Male,Worldender's lair,Planet,unknown,S03E04,"August 13, 2017"
Cronenberg Rick,unknown,Cronenberg,Male,Earth (C-137),Planet,Dimension C-137,S01E06,"January 27, 2014"
Cronenberg Rick,unknown,Cronenberg,Male,Earth (C-137),Planet,Dimension C-137,S01E10,"April 7, 2014"
Cronenberg Morty,unknown,Cronenberg,Male,Earth (C-137),Planet,Dimension C-137,S01E06,"January 27, 2014"
Cronenberg Morty,unknown,Cronenberg,Male,Earth (C-137),Planet,Dimension C-137,S01E10,"April 7, 2014"
Cult Leader Morty,Alive,Human,Male,Hideout Planet,Planet,unknown,S01E10,"April 7, 2014"
Cyclops Morty,Alive,Humanoid,Male,Citadel of Ricks,Space station,unknown,S01E10,"April 7, 2014"
Cyclops Morty,Alive,Humanoid,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Cyclops Rick,Dead,Humanoid,Male,Citadel of Ricks,Space station,unknown,S01E10,"April 7, 2014"
Cyclops Rick,Dead,Humanoid,Male,Citadel of Ricks,Space station,unknown,S03E01,"April 1, 2017"
Cyclops Rick,Dead,Humanoid,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Cynthia,Dead,Alien,Female,Zigerion's Base,Space station,Dimension C-137,S01E04,"January 13, 2014"
Cynthia,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E08,"March 17, 2014"
Cynthia,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E09,"March 24, 2014"
Cynthia,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E11,"April 14, 2014"
Cynthia,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E04,"August 13, 2017"
Dale,Dead,Mythological Creature,Male,Giant's Town,Fantasy town,Fantasy Dimension,S01E05,"January 20, 2014"
Daron Jefferson,Alive,Alien,Male,Unity's Planet,Planet,Replacement Dimension,S02E03,"August 9, 2015"
David Letterman,Alive,Human,Male,Earth (C-500A),Planet,Dimension C-500A,S01E08,"March 17, 2014"
Davin,Dead,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E01,"December 2, 2013"
Davin,Dead,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E06,"January 27, 2014"
Diablo Verde,Dead,Mythological Creature,Male,Dorian 5,Planet,Replacement Dimension,S03E04,"August 13, 2017"
Diane Sanchez,Dead,Human,Female,Rick's Memories,Memory,"",S03E01,"April 1, 2017"
Diane Sanchez,Dead,Human,Female,Rick's Memories,Memory,"",S05E10,"September 5, 2021"
Dipper and Mabel Mortys,unknown,Human,unknown,Citadel of Ricks,Space station,unknown,S03E01,"April 1, 2017"
Tuberculosis,Dead,Disease,unknown,Anatomy Park,Microverse,Dimension C-137,S01E03,"December 16, 2013"
Gonorrhea,Dead,Disease,unknown,Anatomy Park,Microverse,Dimension C-137,S01E03,"December 16, 2013"
Hepatitis A,Dead,Disease,unknown,Anatomy Park,Microverse,Dimension C-137,S01E03,"December 16, 2013"
Hepatitis C,Dead,Disease,unknown,Anatomy Park,Microverse,Dimension C-137,S01E03,"December 16, 2013"
Bubonic Plague,Dead,Disease,unknown,Anatomy Park,Microverse,Dimension C-137,S01E03,"December 16, 2013"
E. Coli,Dead,Disease,unknown,Anatomy Park,Microverse,Dimension C-137,S01E03,"December 16, 2013"
Donna Gueterman,Dead,Robot,Female,Planet Squanch,Planet,Replacement Dimension,S02E10,"October 4, 2015"
Doofus Rick,unknown,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E10,"April 7, 2014"
Doofus Rick,unknown,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E01,"April 1, 2017"
Doom-Nomitron,Dead,Alien,unknown,Dorian 5,Planet,Replacement Dimension,S03E04,"August 13, 2017"
Dr. Glip-Glop,Dead,Alien,Male,St. Gloopy Noops Hospital,Space station,unknown,S02E08,"September 20, 2015"
Dr. Schmidt,unknown,Human,Male,Roy: A Life Well Lived,Game,Replacement Dimension,S02E02,"August 2, 2015"
Dr. Wong,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E03,"August 6, 2017"
Dr. Wong,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S04E10,"May 31, 2020"
Dr. Xenon Bloom,Dead,Humanoid,Male,Anatomy Park,Microverse,Dimension C-137,S01E03,"December 16, 2013"
Duck With Muscles,Dead,Alien,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E04,"August 16, 2015"
Eli,Alive,Human,Male,Post-Apocalyptic Earth,Planet,Post-Apocalyptic Dimension,S03E02,"July 30, 2017"
Eli's Girlfriend,Alive,Human,Female,Post-Apocalyptic Earth,Planet,Post-Apocalyptic Dimension,S03E02,"July 30, 2017"
Eric McMan,Alive,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E03,"December 16, 2013"
Eric Stoltz Mask Morty,unknown,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E10,"April 7, 2014"
Ethan,unknown,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E03,"December 16, 2013"
Ethan,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E05,"August 23, 2015"
Ethan,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E05,"August 20, 2017"
Evil Beth Clone,Dead,Human,Female,Earth (C-137),Planet,Dimension C-137,S01E05,"January 20, 2014"
Evil Jerry Clone,Dead,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E05,"January 20, 2014"
Evil Morty,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S01E10,"April 7, 2014"
Evil Morty,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Evil Morty,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S05E10,"September 5, 2021"
Evil Rick,Dead,Humanoid,Male,Citadel of Ricks,Space station,unknown,S01E10,"April 7, 2014"
Evil Summer Clone,Dead,Human,Female,Earth (C-137),Planet,Dimension C-137,S01E05,"January 20, 2014"
Eyehole Man,Alive,Alien,Male,Interdimensional Cable,TV,unknown,S02E08,"September 20, 2015"
Fat Morty,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Father Bob,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E05,"August 23, 2015"
Father Bob,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E06,"August 27, 2017"
Flansian,Alive,Alien,unknown,Planet Squanch,Planet,Replacement Dimension,S02E07,"September 13, 2015"
Flansian,Alive,Alien,unknown,Planet Squanch,Planet,Replacement Dimension,S02E10,"October 4, 2015"
Flansian,Alive,Alien,unknown,Planet Squanch,Planet,Replacement Dimension,S03E04,"August 13, 2017"
Fleeb,unknown,Alien,unknown,Interdimensional Cable,TV,unknown,S02E08,"September 20, 2015"
Frank Palicky,Dead,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E01,"December 2, 2013"
Frankenstein's Monster,Dead,Alien,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E04,"August 16, 2015"
Fulgora,Alive,Human,Female,Interdimensional Cable,TV,unknown,S01E08,"March 17, 2014"
Fulgora,Alive,Human,Female,Interdimensional Cable,TV,unknown,S02E02,"August 2, 2015"
Fulgora,Alive,Human,Female,Interdimensional Cable,TV,unknown,S02E06,"August 30, 2015"
Gar Gloonch,Dead,Alien,Male,Nuptia 4,Planet,unknown,S02E02,"August 2, 2015"
Gar Gloonch,Dead,Alien,Male,Nuptia 4,Planet,unknown,S02E07,"September 13, 2015"
Gar Gloonch,Dead,Alien,Male,Nuptia 4,Planet,unknown,S02E10,"October 4, 2015"
Gar's Mytholog,Dead,Mythological Creature,Male,Nuptia 4,Planet,unknown,S02E07,"September 13, 2015"
Garmanarnar,Alive,Alien,Male,Interdimensional Cable,TV,unknown,S01E08,"March 17, 2014"
Garment District Rick,Dead,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Gazorpazorpfield,Alive,Alien,Male,Interdimensional Cable,TV,unknown,S01E08,"March 17, 2014"
Gazorpazorpfield,Alive,Alien,Male,Interdimensional Cable,TV,unknown,S02E02,"August 2, 2015"
Gene,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E05,"August 20, 2017"
Gene,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S05E08,"August 8, 2021"
General Nathan,Dead,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E05,"August 23, 2015"
General Store Owner,Dead,Alien,Male,Purge Planet,Planet,Replacement Dimension,S02E09,"September 27, 2015"
Genital Washer,Alive,Human,Male,Post-Apocalyptic Earth,Planet,Post-Apocalyptic Dimension,S03E02,"July 30, 2017"
Ghost in a Jar,Dead,Alien,Genderless,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E04,"August 16, 2015"
Gibble Snake,Dead,Alien,unknown,Resort Planet,Planet,unknown,S03E05,"August 20, 2017"
Glasses Morty,Alive,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Glenn,Dead,Alien,Male,Interdimensional Customs,Customs,unknown,S01E01,"December 2, 2013"
Glenn,Alive,Human,Male,Interdimensional Cable,TV,unknown,S01E08,"March 17, 2014"
Glexo Slim Slom,Alive,Alien,Male,Nuptia 4,Planet,unknown,S02E07,"September 13, 2015"
Gobo,Dead,Alien,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E08,"September 17, 2017"
Goddess Beth,unknown,Mythological Creature,Female,Nuptia 4,Planet,unknown,S02E07,"September 13, 2015"
Gordon Lunas,Dead,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E08,"September 17, 2017"
Cornvelious Daniel,Dead,Alien,Male,Galactic Federation Prison,Space station,unknown,S03E01,"April 1, 2017"
Gwendolyn,unknown,Robot,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E07,"March 10, 2014"
Hammerhead Morty,unknown,Humanoid,Male,Citadel of Ricks,Space station,unknown,S01E10,"April 7, 2014"
Hammerhead Morty,unknown,Humanoid,Male,Citadel of Ricks,Space station,unknown,S03E01,"April 1, 2017"
Hamster In Butt,Alive,Animal,unknown,Hamster in Butt World,Planet,unknown,S01E08,"March 17, 2014"
Hamster In Butt,Alive,Animal,unknown,Hamster in Butt World,Planet,unknown,S02E08,"September 20, 2015"
Hamurai,Dead,Alien,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E04,"August 16, 2015"
Harold,Alive,Cronenberg,Male,Earth (C-137),Planet,Dimension C-137,S01E06,"January 27, 2014"
Hemorrhage,Alive,Human,Male,Post-Apocalyptic Earth,Planet,Post-Apocalyptic Dimension,S03E02,"July 30, 2017"
Hole in the Wall Where the Men Can See it All,unknown,unknown,Genderless,Interdimensional Cable,TV,unknown,S01E08,"March 17, 2014"
Hookah Alien,Alive,Alien,unknown,Interdimensional Customs,Customs,unknown,S01E01,"December 2, 2013"
Hunter,Dead,Human,Male,Earth (Giant Telepathic Spiders Dimension),Planet,Giant Telepathic Spiders Dimension,S02E06,"August 30, 2015"
Hunter's Father,Alive,Human,Male,Earth (Giant Telepathic Spiders Dimension),Planet,Giant Telepathic Spiders Dimension,S02E06,"August 30, 2015"
Hydrogen-F,Alive,Alien,Female,Alphabetrium,Planet,Replacement Dimension,S02E05,"August 23, 2015"
Ice-T,Alive,Alien,Male,Alphabetrium,Planet,Replacement Dimension,S02E05,"August 23, 2015"
Ideal Jerry,Dead,Mythological Creature,Male,Nuptia 4,Planet,unknown,S02E07,"September 13, 2015"
Insurance Rick,unknown,Human,Male,Citadel of Ricks,Space station,unknown,S01E10,"April 7, 2014"
Investigator Rick,Dead,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Invisi-trooper,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E10,"October 1, 2017"
Izzy,Alive,Animal,unknown,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E03,"August 6, 2017"
Jackie,Alive,Alien,Female,Gazorpazorp,Planet,unknown,S01E07,"March 10, 2014"
Jacob,Alive,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E03,"December 16, 2013"
Jacob,Alive,Human,Male,Earth (C-137),Planet,Dimension C-137,S02E04,"August 16, 2015"
Jacqueline,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E06,"August 27, 2017"
Jaguar,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E03,"August 6, 2017"
Jamey,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E05,"August 23, 2015"
Jan-Michael Vincent,Alive,Human,Male,Interdimensional Cable,TV,unknown,S02E08,"September 20, 2015"
Jerry 5-126,Alive,Human,Male,Jerryboree,Daycare,unknown,S02E02,"August 2, 2015"
Jerry Smith,Alive,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E01,"December 2, 2013"
Jerry Smith,Alive,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E02,"December 9, 2013"
Jerry Smith,Alive,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E03,"December 16, 2013"
Jerry Smith,Alive,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E04,"January 13, 2014"
Jerry Smith,Alive,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E05,"January 20, 2014"
Jerry Smith,Alive,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E06,"January 27, 2014"
Jerry Smith,Alive,Human,Male,Earth (C-137),Planet,Dimension C-137,S03E01,"April 1, 2017"
Celebrity Jerry,Alive,Human,Male,Earth (C-500A),Planet,Dimension C-500A,S01E08,"March 17, 2014"
Jerry Smith,Alive,Human,Male,Earth (Evil Rick's Target Dimension),Planet,Evil Rick's Target Dimension,S01E10,"April 7, 2014"
Jerry's Mytholog,Dead,Mythological Creature,Male,Nuptia 4,Planet,unknown,S02E07,"September 13, 2015"
Jessica,Alive,Cronenberg,Female,Earth (C-137),Planet,Dimension C-137,S01E01,"December 2, 2013"
Jessica,Alive,Cronenberg,Female,Earth (C-137),Planet,Dimension C-137,S01E04,"January 13, 2014"
Jessica,Alive,Cronenberg,Female,Earth (C-137),Planet,Dimension C-137,S01E06,"January 27, 2014"
Jessica,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E11,"April 14, 2014"
Jessica,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E02,"August 2, 2015"
Jessica,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E06,"August 30, 2015"
Jessica,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E07,"September 13, 2015"
Jessica,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E05,"August 20, 2017"
Jessica,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E06,"August 27, 2017"
Jessica,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E07,"September 10, 2017"
Jessica,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E08,"September 17, 2017"
Jessica,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E09,"September 24, 2017"
Jessica,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S04E01,"November 10, 2019"
Jessica,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S04E08,"May 17, 2020"
Jessica,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S05E01,"June 20, 2021"
Jessica's Friend,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E01,"December 2, 2013"
Jessica's Friend,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E04,"January 13, 2014"
Jessica's Friend,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E06,"January 27, 2014"
Jessica's Friend,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S01E11,"April 14, 2014"
Jessica's Friend,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E06,"August 30, 2015"
Jessica's Friend,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E07,"September 13, 2015"
Jessica's Friend,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E04,"August 13, 2017"
Jessica's Friend,Alive,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E06,"August 27, 2017"
Jim,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E05,"August 23, 2015"
Johnny Depp,Alive,Human,Male,Earth (C-500A),Planet,Dimension C-500A,S01E08,"March 17, 2014"
Jon,Alive,Alien,Male,Interdimensional Cable,TV,unknown,S01E08,"March 17, 2014"
Joseph Eli Lipkip,Alive,Human,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E09,"September 24, 2017"
Joyce Smith,Alive,Human,Female,Earth (C-137),Planet,Dimension C-137,S01E03,"December 16, 2013"
Juggling Rick,unknown,Human,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Karen Entity,Alive,Alien,Female,Unity's Planet,Planet,Replacement Dimension,S02E03,"August 9, 2015"
Katarina,Dead,Human,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E03,"August 6, 2017"
Keara,Alive,Alien,Female,Earth (Replacement Dimension),Planet,Replacement Dimension,S03E09,"September 24, 2017"
Kevin,Dead,Alien,Male,Zigerion's Base,Space station,Dimension C-137,S01E04,"January 13, 2014"
King Flippy Nips,Alive,Alien,Male,Pluto,Dwarf planet (Celestial Dwarf),Replacement Dimension,S01E09,"March 24, 2014"
King Jellybean,Dead,Mythological Creature,Male,Fantasy World,Planet,Fantasy Dimension,S01E05,"January 20, 2014"
Kozbian,Alive,Alien,unknown,Planet Squanch,Planet,Replacement Dimension,S02E10,"October 4, 2015"
Kristen Stewart,Alive,Human,Female,Earth (C-500A),Planet,Dimension C-500A,S01E08,"March 17, 2014"
Kyle,Dead,Humanoid,Male,Kyle's Teenyverse,Teenyverse,Replacement Dimension,S02E06,"August 30, 2015"
Lady Katana,Dead,Humanoid,Female,Dorian 5,Planet,Replacement Dimension,S03E04,"August 13, 2017"
Larva Alien,Alive,Alien,unknown,Planet Squanch,Planet,Replacement Dimension,S02E05,"August 23, 2015"
Larva Alien,Alive,Alien,unknown,Planet Squanch,Planet,Replacement Dimension,S02E08,"September 20, 2015"
Larva Alien,Alive,Alien,unknown,Planet Squanch,Planet,Replacement Dimension,S02E10,"October 4, 2015"
Lawyer Morty,unknown,Human,Male,Citadel of Ricks,Space station,unknown,S03E01,"April 1, 2017"
Leonard Smith,Alive,Human,Male,Earth (C-137),Planet,Dimension C-137,S01E03,"December 16, 2013"
Lighthouse Keeper,Dead,Alien,Male,Purge Planet,Planet,Replacement Dimension,S02E09,"September 27, 2015"
Lil B,Dead,Alien,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S02E10,"October 4, 2015"
Lil B,Dead,Alien,Male,Earth (Replacement Dimension),Planet,Replacement Dimension,S05E07,"August 1, 2021"
Lisa,Dead,Alien,Female,Immortality Field Resort,Resort,unknown,S03E05,"August 20, 2017"
Little Dipper,Alive,Humanoid,Male,Interdimensional Cable,TV,unknown,S02E08,"September 20, 2015"
Lizard Morty,Alive,Humanoid,Male,Citadel of Ricks,Space station,unknown,S03E07,"September 10, 2017"
Loggins,Alive,Alien,Male,Interdimensional Cable,TV,unknown,S01E08,"March 17, 2014"
